filename	acq_time	original_filename
ieeg/sub-pt2_ses-presurgery_task-ictal_acq-ecog_run-01_ieeg.vhdr	1914-07-30T06:27:28	pt2sz1_0001.edf
ieeg/sub-pt2_ses-presurgery_task-ictal_acq-ecog_run-02_ieeg.vhdr	1923-03-19T18:51:48	pt2sz3_0001.edf
ieeg/sub-pt2_ses-presurgery_task-ictal_acq-ecog_run-03_ieeg.vhdr	1910-05-07T04:55:03	pt2sz4_0001.edf
